,State,County,aqi,ghg,income,pop,plant,weather_epa,weather_meso
598,new york,franklin,1.0,1.0,1.0,1.0,1.0,,
1639,new york,fulton,,1.0,1.0,1.0,1.0,,
1640,new york,genesee,,1.0,1.0,1.0,1.0,,
1641,new york,greene,,1.0,1.0,1.0,1.0,,
599,new york,hamilton,1.0,,1.0,1.0,,1.0,
600,new york,herkimer,1.0,1.0,1.0,1.0,1.0,1.0,
601,new york,jefferson,1.0,1.0,1.0,1.0,1.0,,
602,new york,kings,1.0,1.0,1.0,1.0,1.0,,
1642,new york,lewis,,1.0,1.0,1.0,1.0,,
2820,new york,livingston,,,1.0,1.0,,,
1643,new york,madison,,1.0,1.0,1.0,1.0,,
603,new york,monroe,1.0,1.0,1.0,1.0,1.0,1.0,
1644,new york,montgomery,,1.0,1.0,1.0,,,
604,new york,nassau,1.0,1.0,1.0,1.0,1.0,1.0,
605,new york,newyork,1.0,1.0,1.0,1.0,1.0,,
606,new york,niagara,1.0,1.0,1.0,1.0,1.0,,
607,new york,oneida,1.0,1.0,1.0,1.0,1.0,,
608,new york,onondaga,1.0,1.0,1.0,1.0,1.0,1.0,
1645,new york,ontario,,1.0,1.0,1.0,1.0,,
609,new york,orange,1.0,1.0,1.0,1.0,1.0,1.0,
1646,new york,orleans,,1.0,1.0,1.0,1.0,,
610,new york,oswego,1.0,1.0,1.0,1.0,1.0,,
2821,new york,otsego,,,1.0,1.0,1.0,,
611,new york,putnam,1.0,1.0,1.0,1.0,1.0,,
612,new york,queens,1.0,1.0,1.0,1.0,1.0,1.0,
1647,new york,rensselaer,,1.0,1.0,1.0,1.0,,
613,new york,richmond,1.0,1.0,1.0,1.0,1.0,,
614,new york,rockland,1.0,1.0,1.0,1.0,1.0,,
615,new york,saratoga,1.0,1.0,1.0,1.0,1.0,,
1649,new york,schenectady,,1.0,1.0,1.0,,,
1650,new york,schoharie,,1.0,1.0,1.0,1.0,,
1651,new york,schuyler,,1.0,1.0,1.0,,,
1652,new york,seneca,,1.0,1.0,1.0,1.0,,1.0
616,new york,steuben,1.0,1.0,1.0,1.0,1.0,1.0,
1648,new york,stlawrence,,1.0,1.0,1.0,1.0,,1.0
617,new york,suffolk,1.0,1.0,1.0,1.0,1.0,,
1653,new york,sullivan,,1.0,1.0,1.0,1.0,,
2822,new york,tioga,,,1.0,1.0,,,
618,new york,tompkins,1.0,1.0,1.0,1.0,1.0,,
1654,new york,ulster,,1.0,1.0,1.0,1.0,,
1655,new york,warren,,1.0,1.0,1.0,1.0,,
1656,new york,washington,,1.0,1.0,1.0,1.0,,
619,new york,wayne,1.0,,1.0,1.0,1.0,,
620,new york,westchester,1.0,1.0,1.0,1.0,1.0,1.0,
1657,new york,wyoming,,1.0,1.0,1.0,1.0,,
1658,new york,yates,,1.0,1.0,1.0,1.0,,
1659,north carolina,alamance,,1.0,1.0,1.0,1.0,,
621,north carolina,alexander,1.0,,1.0,1.0,1.0,,
2823,north carolina,alleghany,,,1.0,1.0,,,
1660,north carolina,anson,,1.0,1.0,1.0,1.0,,
2824,north carolina,ashe,,,1.0,1.0,,,
622,north carolina,avery,1.0,,1.0,1.0,,,
623,north carolina,beaufort,1.0,1.0,1.0,1.0,1.0,,
1661,north carolina,bertie,,1.0,1.0,1.0,1.0,,
1662,north carolina,bladen,,1.0,1.0,1.0,1.0,,
624,north carolina,brunswick,1.0,1.0,1.0,1.0,1.0,,1.0
625,north carolina,buncombe,1.0,1.0,1.0,1.0,1.0,,
2825,north carolina,burke,,,1.0,1.0,1.0,,
1663,north carolina,cabarrus,,1.0,1.0,1.0,1.0,,
626,north carolina,caldwell,1.0,1.0,1.0,1.0,1.0,,
2826,north carolina,camden,,,1.0,1.0,,,
627,north carolina,carteret,1.0,,1.0,1.0,,,
628,north carolina,caswell,1.0,,1.0,1.0,1.0,,
629,north carolina,catawba,1.0,1.0,1.0,1.0,1.0,,
1664,north carolina,chatham,,1.0,1.0,1.0,1.0,,
2827,north carolina,cherokee,,,1.0,1.0,1.0,,
2828,north carolina,chowan,,,1.0,1.0,1.0,,
2829,north carolina,clay,,,1.0,1.0,1.0,,
1665,north carolina,cleveland,,1.0,1.0,1.0,1.0,,
1666,north carolina,columbus,,1.0,1.0,1.0,1.0,,
1667,north carolina,craven,,1.0,1.0,1.0,1.0,,
630,north carolina,cumberland,1.0,1.0,1.0,1.0,1.0,,
2830,north carolina,currituck,,,1.0,1.0,1.0,,
2831,north carolina,dare,,,1.0,1.0,1.0,,
631,north carolina,davidson,1.0,1.0,1.0,1.0,1.0,,
2832,north carolina,davie,,,1.0,1.0,1.0,,
1668,north carolina,duplin,,1.0,1.0,1.0,1.0,,
632,north carolina,durham,1.0,1.0,1.0,1.0,1.0,,
633,north carolina,edgecombe,1.0,1.0,1.0,1.0,1.0,,
634,north carolina,forsyth,1.0,1.0,1.0,1.0,1.0,1.0,
2833,north carolina,franklin,,,1.0,1.0,1.0,,
1669,north carolina,gaston,,1.0,1.0,1.0,1.0,,
2834,north carolina,gates,,,1.0,1.0,1.0,,
635,north carolina,graham,1.0,,1.0,1.0,1.0,,
636,north carolina,granville,1.0,,1.0,1.0,1.0,,
2835,north carolina,greene,,,1.0,1.0,1.0,,
637,north carolina,guilford,1.0,1.0,1.0,1.0,1.0,,
1670,north carolina,halifax,,1.0,1.0,1.0,1.0,,
2836,north carolina,harnett,,,1.0,1.0,1.0,,
638,north carolina,haywood,1.0,1.0,1.0,1.0,1.0,,
1671,north carolina,henderson,,1.0,1.0,1.0,1.0,,
1672,north carolina,hertford,,1.0,1.0,1.0,1.0,,
2837,north carolina,hoke,,,1.0,1.0,1.0,,
639,north carolina,hyde,1.0,,1.0,1.0,1.0,,
1673,north carolina,iredell,,1.0,1.0,1.0,1.0,,
640,north carolina,jackson,1.0,,1.0,1.0,1.0,,
641,north carolina,johnston,1.0,1.0,1.0,1.0,1.0,,
2838,north carolina,jones,,,1.0,1.0,1.0,,
642,north carolina,lee,1.0,,1.0,1.0,1.0,1.0,
643,north carolina,lenoir,1.0,1.0,1.0,1.0,1.0,,
644,north carolina,lincoln,1.0,1.0,1.0,1.0,1.0,,
645,north carolina,macon,1.0,,1.0,1.0,1.0,,
2840,north carolina,madison,,,1.0,1.0,1.0,,
646,north carolina,martin,1.0,1.0,1.0,1.0,1.0,,
2839,north carolina,mcdowell,,,1.0,1.0,,,
647,north carolina,mecklenburg,1.0,1.0,1.0,1.0,1.0,1.0,
648,north carolina,mitchell,1.0,,1.0,1.0,,,
649,north carolina,montgomery,1.0,1.0,1.0,1.0,1.0,1.0,
2841,north carolina,moore,,,1.0,1.0,1.0,,
2842,north carolina,nash,,,1.0,1.0,1.0,,
650,north carolina,newhanover,1.0,1.0,1.0,1.0,1.0,,
2843,north carolina,northampton,,,1.0,1.0,1.0,,
1674,north carolina,onslow,,1.0,1.0,1.0,1.0,,
1675,north carolina,orange,,1.0,1.0,1.0,1.0,,
2844,north carolina,pamlico,,,1.0,1.0,,,
2845,north carolina,pasquotank,,,1.0,1.0,1.0,,
2846,north carolina,pender,,,1.0,1.0,1.0,,
2847,north carolina,perquimans,,,1.0,1.0,1.0,,
651,north carolina,person,1.0,1.0,1.0,1.0,1.0,,
652,north carolina,pitt,1.0,1.0,1.0,1.0,1.0,,
2848,north carolina,polk,,,1.0,1.0,1.0,,
1676,north carolina,randolph,,1.0,1.0,1.0,1.0,,
1677,north carolina,richmond,,1.0,1.0,1.0,1.0,,
1678,north carolina,robeson,,1.0,1.0,1.0,1.0,,
653,north carolina,rockingham,1.0,1.0,1.0,1.0,1.0,,
654,north carolina,rowan,1.0,1.0,1.0,1.0,1.0,,
2849,north carolina,rutherford,,,1.0,1.0,1.0,,
1679,north carolina,sampson,,1.0,1.0,1.0,1.0,,
1680,north carolina,scotland,,1.0,1.0,1.0,1.0,,
1681,north carolina,stanly,,1.0,1.0,1.0,1.0,,
1682,north carolina,stokes,,1.0,1.0,1.0,1.0,,
1683,north carolina,surry,,1.0,1.0,1.0,1.0,,
655,north carolina,swain,1.0,,1.0,1.0,1.0,1.0,
2850,north carolina,transylvania,,,1.0,1.0,,,
2851,north carolina,tyrrell,,,1.0,1.0,,,
656,north carolina,union,1.0,1.0,1.0,1.0,1.0,,
1684,north carolina,vance,,1.0,1.0,1.0,1.0,,
657,north carolina,wake,1.0,1.0,1.0,1.0,1.0,1.0,
2852,north carolina,warren,,,1.0,1.0,1.0,,
2853,north carolina,washington,,,1.0,1.0,1.0,,
2854,north carolina,watauga,,,1.0,1.0,,,
1685,north carolina,wayne,,1.0,1.0,1.0,1.0,,
1686,north carolina,wilkes,,1.0,1.0,1.0,,,
1687,north carolina,wilson,,1.0,1.0,1.0,1.0,,
2855,north carolina,yadkin,,,1.0,1.0,1.0,,
658,north carolina,yancey,1.0,,1.0,1.0,,,
2856,north dakota,adams,,,1.0,1.0,1.0,,
1688,north dakota,barnes,,1.0,1.0,1.0,1.0,,
2857,north dakota,benson,,,1.0,1.0,,,
659,north dakota,billings,1.0,,1.0,1.0,,1.0,
2858,north dakota,bottineau,,,1.0,1.0,,,
2090,north dakota,bowman,,1.0,1.0,1.0,1.0,,
660,north dakota,burke,1.0,,1.0,1.0,,1.0,
661,north dakota,burleigh,1.0,,1.0,1.0,1.0,1.0,
662,north dakota,cass,1.0,1.0,1.0,1.0,1.0,1.0,
2859,north dakota,cavalier,,,1.0,1.0,1.0,,
1689,north dakota,clark,,1.0,,,,,
2860,north dakota,dickey,,,1.0,1.0,1.0,,
2137,north dakota,divide,,1.0,1.0,1.0,,,
663,north dakota,dunn,1.0,1.0,1.0,1.0,,1.0,
2861,north dakota,eddy,,,1.0,1.0,,,
1690,north dakota,edmunds,,1.0,,,,,
2862,north dakota,emmons,,,1.0,1.0,,,
2863,north dakota,foster,,,1.0,1.0,,,
2864,north dakota,goldenvalley,,,1.0,1.0,,,
1691,north dakota,grandforks,,1.0,1.0,1.0,,,
2865,north dakota,grant,,,1.0,1.0,,,
2866,north dakota,griggs,,,1.0,1.0,,,
1692,north dakota,hamlin,,1.0,,,,,
2867,north dakota,hettinger,,,1.0,1.0,,,
2868,north dakota,kidder,,,1.0,1.0,,,
2869,north dakota,lamoure,,,1.0,1.0,1.0,,
2870,north dakota,logan,,,1.0,1.0,,,
1693,north dakota,mchenry,,1.0,1.0,1.0,1.0,,
1694,north dakota,mcintosh,,1.0,1.0,1.0,,,
664,north dakota,mckenzie,1.0,1.0,1.0,1.0,1.0,1.0,
1695,north dakota,mclean,,1.0,1.0,1.0,1.0,,
665,north dakota,mercer,1.0,1.0,1.0,1.0,1.0,1.0,
1696,north dakota,morton,,1.0,1.0,1.0,1.0,,
2091,north dakota,mountrail,,1.0,1.0,1.0,,,
2871,north dakota,nelson,,,1.0,1.0,,,
666,north dakota,oliver,1.0,1.0,1.0,1.0,1.0,1.0,
1697,north dakota,pembina,,1.0,1.0,1.0,1.0,,
2872,north dakota,pierce,,,1.0,1.0,1.0,,
2873,north dakota,ramsey,,,1.0,1.0,,,
2874,north dakota,ransom,,,1.0,1.0,1.0,,
2875,north dakota,renville,,,1.0,1.0,,,
1698,north dakota,richland,,1.0,1.0,1.0,1.0,,
2876,north dakota,rolette,,,1.0,1.0,1.0,,
1699,north dakota,sargent,,1.0,1.0,1.0,,,
2877,north dakota,sheridan,,,1.0,1.0,,,
2878,north dakota,sioux,,,1.0,1.0,,,
2879,north dakota,slope,,,1.0,1.0,,,
1700,north dakota,stark,,1.0,1.0,1.0,1.0,,
2880,north dakota,steele,,,1.0,1.0,1.0,,
667,north dakota,stutsman,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2881,north dakota,towner,,,1.0,1.0,,,
1701,north dakota,traill,,1.0,1.0,1.0,1.0,,
2882,north dakota,walsh,,,1.0,1.0,1.0,,
2092,north dakota,ward,,1.0,1.0,1.0,1.0,,1.0
2883,north dakota,wells,,,1.0,1.0,,,
668,north dakota,williams,1.0,1.0,1.0,1.0,1.0,1.0,
669,ohio,adams,1.0,1.0,1.0,1.0,1.0,,
670,ohio,allen,1.0,1.0,1.0,1.0,1.0,,
2884,ohio,ashland,,,1.0,1.0,,,
671,ohio,ashtabula,1.0,1.0,1.0,1.0,1.0,,
672,ohio,athens,1.0,1.0,1.0,1.0,,,
1702,ohio,auglaize,,1.0,1.0,1.0,1.0,,
673,ohio,belmont,1.0,1.0,1.0,1.0,,,
1703,ohio,brown,,1.0,1.0,1.0,,,
674,ohio,butler,1.0,1.0,1.0,1.0,1.0,,
1704,ohio,carroll,,1.0,1.0,1.0,,,
2885,ohio,champaign,,,1.0,1.0,,,
675,ohio,clark,1.0,1.0,1.0,1.0,1.0,,
676,ohio,clermont,1.0,1.0,1.0,1.0,1.0,,
677,ohio,clinton,1.0,,1.0,1.0,1.0,,
678,ohio,columbiana,1.0,1.0,1.0,1.0,,,
1705,ohio,coshocton,,1.0,1.0,1.0,1.0,,
1706,ohio,crawford,,1.0,1.0,1.0,1.0,,
679,ohio,cuyahoga,1.0,1.0,1.0,1.0,1.0,1.0,
1707,ohio,darke,,1.0,1.0,1.0,1.0,,
1708,ohio,defiance,,1.0,1.0,1.0,1.0,,
680,ohio,delaware,1.0,,1.0,1.0,1.0,,
1709,ohio,erie,,1.0,1.0,1.0,1.0,,
1710,ohio,fairfield,,1.0,1.0,1.0,,,
681,ohio,fayette,1.0,1.0,1.0,1.0,,,
682,ohio,franklin,1.0,1.0,1.0,1.0,1.0,,
1711,ohio,fulton,,1.0,1.0,1.0,1.0,,
1712,ohio,gallia,,1.0,1.0,1.0,1.0,,1.0
683,ohio,geauga,1.0,1.0,1.0,1.0,,,
684,ohio,greene,1.0,1.0,1.0,1.0,1.0,,
1713,ohio,guernsey,,1.0,1.0,1.0,,,
685,ohio,hamilton,1.0,1.0,1.0,1.0,1.0,1.0,
1714,ohio,hancock,,1.0,1.0,1.0,1.0,,
2886,ohio,hardin,,,1.0,1.0,1.0,,
2093,ohio,harrison,,1.0,1.0,1.0,,,1.0
1715,ohio,henry,,1.0,1.0,1.0,1.0,,
2887,ohio,highland,,,1.0,1.0,,,
1716,ohio,hocking,,1.0,1.0,1.0,,,
2888,ohio,holmes,,,1.0,1.0,,,
1717,ohio,huron,,1.0,1.0,1.0,,,
1718,ohio,jackson,,1.0,1.0,1.0,1.0,,
686,ohio,jefferson,1.0,1.0,1.0,1.0,1.0,1.0,
687,ohio,knox,1.0,,1.0,1.0,,,
688,ohio,lake,1.0,1.0,1.0,1.0,1.0,,
689,ohio,lawrence,1.0,1.0,1.0,1.0,1.0,,1.0
690,ohio,licking,1.0,1.0,1.0,1.0,,,1.0
1719,ohio,logan,,1.0,1.0,1.0,1.0,,
691,ohio,lorain,1.0,1.0,1.0,1.0,1.0,,1.0
692,ohio,lucas,1.0,1.0,1.0,1.0,1.0,,1.0
693,ohio,madison,1.0,,1.0,1.0,,,1.0
694,ohio,mahoning,1.0,1.0,1.0,1.0,1.0,,1.0
1720,ohio,marion,,1.0,1.0,1.0,1.0,,
695,ohio,medina,1.0,,1.0,1.0,1.0,,1.0
696,ohio,meigs,1.0,,1.0,1.0,1.0,,1.0
1721,ohio,mercer,,1.0,1.0,1.0,1.0,,
697,ohio,miami,1.0,,1.0,1.0,1.0,,1.0
1722,ohio,monroe,,1.0,1.0,1.0,1.0,,
698,ohio,montgomery,1.0,1.0,1.0,1.0,1.0,,1.0
699,ohio,morgan,1.0,1.0,1.0,1.0,,,
2889,ohio,morrow,,,1.0,1.0,,,
1723,ohio,muskingum,,1.0,1.0,1.0,1.0,,
700,ohio,noble,1.0,1.0,1.0,1.0,,,
1724,ohio,ottawa,,1.0,1.0,1.0,1.0,,
1725,ohio,paulding,,1.0,1.0,1.0,1.0,,
1726,ohio,perry,,1.0,1.0,1.0,1.0,,
1727,ohio,pickaway,,1.0,1.0,1.0,1.0,,
1728,ohio,pike,,1.0,1.0,1.0,,,
701,ohio,portage,1.0,1.0,1.0,1.0,1.0,,
702,ohio,preble,1.0,1.0,1.0,1.0,,1.0,
1729,ohio,putnam,,1.0,1.0,1.0,,,
1730,ohio,richland,,1.0,1.0,1.0,1.0,,
1731,ohio,ross,,1.0,1.0,1.0,1.0,,
1732,ohio,sandusky,,1.0,1.0,1.0,1.0,,
703,ohio,scioto,1.0,1.0,1.0,1.0,1.0,1.0,
1733,ohio,seneca,,1.0,1.0,1.0,,,
1734,ohio,shelby,,1.0,1.0,1.0,1.0,,
704,ohio,stark,1.0,1.0,1.0,1.0,,,
705,ohio,summit,1.0,1.0,1.0,1.0,1.0,,
706,ohio,trumbull,1.0,1.0,1.0,1.0,1.0,,
1735,ohio,tuscarawas,,1.0,1.0,1.0,1.0,,
1736,ohio,union,,1.0,1.0,1.0,,,
1737,ohio,vanwert,,1.0,1.0,1.0,1.0,,
1738,ohio,vinton,,1.0,1.0,1.0,1.0,,
707,ohio,warren,1.0,1.0,1.0,1.0,1.0,,
708,ohio,washington,1.0,1.0,1.0,1.0,1.0,,
1739,ohio,wayne,,1.0,1.0,1.0,1.0,,
1740,ohio,williams,,1.0,1.0,1.0,1.0,,
709,ohio,wood,1.0,1.0,1.0,1.0,1.0,,1.0
1741,ohio,wyandot,,1.0,1.0,1.0,1.0,,
710,oklahoma,adair,1.0,,1.0,1.0,,1.0,1.0
2138,oklahoma,alfalfa,,1.0,1.0,1.0,,,
1742,oklahoma,atoka,,1.0,1.0,1.0,,,
1743,oklahoma,beaver,,1.0,1.0,1.0,1.0,,
1744,oklahoma,beckham,,1.0,1.0,1.0,,,
2139,oklahoma,blaine,,1.0,1.0,1.0,,,
1745,oklahoma,bryan,,1.0,1.0,1.0,,,1.0
711,oklahoma,caddo,1.0,1.0,1.0,1.0,1.0,1.0,1.0
712,oklahoma,canadian,1.0,1.0,1.0,1.0,1.0,1.0,1.0
713,oklahoma,carter,1.0,1.0,1.0,1.0,,,1.0
714,oklahoma,cherokee,1.0,,1.0,1.0,1.0,1.0,1.0
1746,oklahoma,choctaw,,1.0,1.0,1.0,1.0,,1.0
2890,oklahoma,cimarron,,,1.0,1.0,,,
715,oklahoma,cleveland,1.0,1.0,1.0,1.0,1.0,,1.0
1747,oklahoma,coal,,1.0,1.0,1.0,,,
716,oklahoma,comanche,1.0,1.0,1.0,1.0,1.0,1.0,1.0
717,oklahoma,cotton,1.0,,1.0,1.0,,,1.0
2891,oklahoma,craig,,,1.0,1.0,,,
718,oklahoma,creek,1.0,1.0,1.0,1.0,,1.0,1.0
719,oklahoma,custer,1.0,1.0,1.0,1.0,1.0,,1.0
2892,oklahoma,delaware,,,1.0,1.0,,,
720,oklahoma,dewey,1.0,1.0,1.0,1.0,1.0,,1.0
2893,oklahoma,ellis,,,1.0,1.0,1.0,,1.0
1748,oklahoma,garfield,,1.0,1.0,1.0,1.0,,1.0
1749,oklahoma,garvin,,1.0,1.0,1.0,,,
721,oklahoma,grady,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1750,oklahoma,grant,,1.0,1.0,1.0,1.0,,
2894,oklahoma,greer,,,1.0,1.0,1.0,,
2895,oklahoma,harmon,,,1.0,1.0,,,
2896,oklahoma,harper,,,1.0,1.0,1.0,,
2897,oklahoma,haskell,,,1.0,1.0,1.0,,
1751,oklahoma,hughes,,1.0,1.0,1.0,,,
1752,oklahoma,jackson,,1.0,1.0,1.0,,,
2898,oklahoma,jefferson,,,1.0,1.0,,,1.0
722,oklahoma,johnston,1.0,,1.0,1.0,,,1.0
723,oklahoma,kay,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1753,oklahoma,kingfisher,,1.0,1.0,1.0,1.0,,
2899,oklahoma,kiowa,,,1.0,1.0,1.0,,
1754,oklahoma,latimer,,1.0,1.0,1.0,,,
1755,oklahoma,leflore,,1.0,1.0,1.0,1.0,,
724,oklahoma,lincoln,1.0,1.0,1.0,1.0,,1.0,1.0
2094,oklahoma,logan,,1.0,1.0,1.0,1.0,,
2900,oklahoma,love,,,1.0,1.0,,,1.0
1756,oklahoma,major,,1.0,1.0,1.0,,,
1757,oklahoma,marshall,,1.0,1.0,1.0,,,
725,oklahoma,mayes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
726,oklahoma,mcclain,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1758,oklahoma,mccurtain,,1.0,1.0,1.0,1.0,,
2901,oklahoma,mcintosh,,,1.0,1.0,,,
2902,oklahoma,murray,,,1.0,1.0,1.0,,
727,oklahoma,muskogee,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1759,oklahoma,noble,,1.0,1.0,1.0,1.0,,
2903,oklahoma,nowata,,,1.0,1.0,,,1.0
1760,oklahoma,okfuskee,,1.0,1.0,1.0,1.0,,
728,oklahoma,oklahoma,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1761,oklahoma,okmulgee,,1.0,1.0,1.0,,,
729,oklahoma,osage,1.0,1.0,1.0,1.0,1.0,,1.0
730,oklahoma,ottawa,1.0,,1.0,1.0,,1.0,1.0
2904,oklahoma,pawnee,,,1.0,1.0,,,
1762,oklahoma,payne,,1.0,1.0,1.0,1.0,,
731,oklahoma,pittsburg,1.0,1.0,1.0,1.0,1.0,,1.0
1763,oklahoma,pontotoc,,1.0,1.0,1.0,,,
1764,oklahoma,pottawatomie,,1.0,1.0,1.0,,,
2905,oklahoma,pushmataha,,,1.0,1.0,,,
2095,oklahoma,rogermills,,1.0,1.0,1.0,1.0,,
1765,oklahoma,rogers,,1.0,1.0,1.0,1.0,,
1766,oklahoma,seminole,,1.0,1.0,1.0,1.0,,
732,oklahoma,sequoyah,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1767,oklahoma,stephens,,1.0,1.0,1.0,1.0,,
1768,oklahoma,texas,,1.0,1.0,1.0,1.0,,
2906,oklahoma,tillman,,,1.0,1.0,,,
733,oklahoma,tulsa,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1769,oklahoma,wagoner,,1.0,1.0,1.0,1.0,,
734,oklahoma,washington,1.0,1.0,1.0,1.0,,,1.0
2907,oklahoma,washita,,,1.0,1.0,1.0,,
1770,oklahoma,woods,,1.0,1.0,1.0,1.0,,
1771,oklahoma,woodward,,1.0,1.0,1.0,1.0,,
735,oregon,baker,1.0,1.0,1.0,1.0,1.0,,1.0
736,oregon,benton,1.0,1.0,1.0,1.0,1.0,,1.0
737,oregon,clackamas,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2908,oregon,clatsop,,,1.0,1.0,1.0,,
738,oregon,columbia,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2909,oregon,coos,,,1.0,1.0,,,
739,oregon,crook,1.0,1.0,1.0,1.0,,1.0,1.0
2910,oregon,curry,,,1.0,1.0,,,
740,oregon,deschutes,1.0,1.0,1.0,1.0,1.0,1.0,1.0
741,oregon,douglas,1.0,1.0,1.0,1.0,1.0,,1.0
1772,oregon,gilliam,,1.0,1.0,1.0,1.0,,
742,oregon,grant,1.0,,1.0,1.0,1.0,,1.0
743,oregon,harney,1.0,,1.0,1.0,,1.0,1.0
2911,oregon,hoodriver,,,1.0,1.0,1.0,,
744,oregon,jackson,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2912,oregon,jefferson,,,1.0,1.0,1.0,,1.0
745,oregon,josephine,1.0,,1.0,1.0,1.0,1.0,1.0
746,oregon,klamath,1.0,1.0,1.0,1.0,1.0,1.0,1.0
747,oregon,lake,1.0,,1.0,1.0,1.0,1.0,1.0
748,oregon,lane,1.0,1.0,1.0,1.0,1.0,,1.0
1773,oregon,lincoln,,1.0,1.0,1.0,1.0,,
749,oregon,linn,1.0,1.0,1.0,1.0,1.0,,1.0
1774,oregon,malheur,,1.0,1.0,1.0,1.0,,
750,oregon,marion,1.0,1.0,1.0,1.0,1.0,,1.0
1775,oregon,morrow,,1.0,1.0,1.0,1.0,,
751,oregon,multnomah,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2913,oregon,polk,,,1.0,1.0,1.0,,
1776,oregon,sherman,,1.0,1.0,1.0,1.0,,
2914,oregon,tillamook,,,1.0,1.0,,,
752,oregon,umatilla,1.0,1.0,1.0,1.0,1.0,,1.0
753,oregon,union,1.0,,1.0,1.0,1.0,1.0,1.0
754,oregon,wallowa,1.0,,1.0,1.0,1.0,,1.0
755,oregon,wasco,1.0,1.0,1.0,1.0,1.0,,1.0
756,oregon,washington,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2915,oregon,wheeler,,,1.0,1.0,,,
1777,oregon,yamhill,,1.0,1.0,1.0,1.0,,
757,pennsylvania,adams,1.0,1.0,1.0,1.0,1.0,,1.0
758,pennsylvania,allegheny,1.0,1.0,1.0,1.0,1.0,1.0,1.0
759,pennsylvania,armstrong,1.0,1.0,1.0,1.0,1.0,,1.0
760,pennsylvania,beaver,1.0,1.0,1.0,1.0,1.0,,1.0
1778,pennsylvania,bedford,,1.0,1.0,1.0,,,
761,pennsylvania,berks,1.0,1.0,1.0,1.0,1.0,,1.0
762,pennsylvania,blair,1.0,1.0,1.0,1.0,1.0,,1.0
763,pennsylvania,bradford,1.0,1.0,1.0,1.0,1.0,,1.0
764,pennsylvania,bucks,1.0,1.0,1.0,1.0,1.0,,1.0
1779,pennsylvania,butler,,1.0,1.0,1.0,,,
765,pennsylvania,cambria,1.0,1.0,1.0,1.0,1.0,,1.0
2916,pennsylvania,cameron,,,1.0,1.0,,,
1780,pennsylvania,carbon,,1.0,1.0,1.0,1.0,,
766,pennsylvania,centre,1.0,1.0,1.0,1.0,1.0,,1.0
767,pennsylvania,chester,1.0,1.0,1.0,1.0,1.0,,1.0
1781,pennsylvania,clarion,,1.0,1.0,1.0,1.0,,
768,pennsylvania,clearfield,1.0,1.0,1.0,1.0,1.0,,1.0
1782,pennsylvania,clinton,,1.0,1.0,1.0,,,
2158,pennsylvania,columbia,,1.0,1.0,1.0,,,
1783,pennsylvania,crawford,,1.0,1.0,1.0,,,
769,pennsylvania,cumberland,1.0,1.0,1.0,1.0,1.0,,1.0
770,pennsylvania,dauphin,1.0,1.0,1.0,1.0,1.0,,1.0
771,pennsylvania,delaware,1.0,1.0,1.0,1.0,1.0,,1.0
772,pennsylvania,elk,1.0,1.0,1.0,1.0,1.0,,1.0
773,pennsylvania,erie,1.0,1.0,1.0,1.0,1.0,,1.0
1784,pennsylvania,fayette,,1.0,1.0,1.0,1.0,,
1785,pennsylvania,forest,,1.0,1.0,1.0,,,
774,pennsylvania,franklin,1.0,1.0,1.0,1.0,1.0,,1.0
2917,pennsylvania,fulton,,,1.0,1.0,,,
775,pennsylvania,greene,1.0,1.0,1.0,1.0,,,1.0
2096,pennsylvania,huntingdon,,1.0,1.0,1.0,1.0,,
776,pennsylvania,indiana,1.0,1.0,1.0,1.0,1.0,,1.0
1786,pennsylvania,jefferson,,1.0,1.0,1.0,,,
1787,pennsylvania,juniata,,1.0,1.0,1.0,,,
777,pennsylvania,lackawanna,1.0,1.0,1.0,1.0,1.0,,1.0
778,pennsylvania,lancaster,1.0,1.0,1.0,1.0,1.0,,1.0
779,pennsylvania,lawrence,1.0,1.0,1.0,1.0,1.0,,1.0
780,pennsylvania,lebanon,1.0,1.0,1.0,1.0,1.0,,1.0
781,pennsylvania,lehigh,1.0,1.0,1.0,1.0,1.0,,1.0
782,pennsylvania,luzerne,1.0,1.0,1.0,1.0,1.0,,1.0
783,pennsylvania,lycoming,1.0,1.0,1.0,1.0,1.0,,1.0
1788,pennsylvania,mckean,,1.0,1.0,1.0,,,
784,pennsylvania,mercer,1.0,1.0,1.0,1.0,1.0,,1.0
1789,pennsylvania,mifflin,,1.0,1.0,1.0,,,
785,pennsylvania,monroe,1.0,1.0,1.0,1.0,1.0,,1.0
786,pennsylvania,montgomery,1.0,1.0,1.0,1.0,1.0,,1.0
